time,x,y,z
9.093500,0.000210172439965,-0.000130454691827,0.0571645859678
9.093500,0.000210172439965,-0.000130454691827,0.0571645859678
10.014000,0.000210172437825,-0.000130454716257,0.0571651623319
10.014000,0.000210172437825,-0.000130454716257,0.0571651623319
10.034500,-0.00230191503055,0.0110129425691,0.0571475970878
10.034500,-0.00230191503055,0.0110129425691,0.0571475970878
10.055000,-0.00471948169427,0.0240266658703,0.056601647868
10.055000,-0.00471948169427,0.0240266658703,0.056601647868
10.075500,-0.00386020657469,0.040609321517,0.0507076134761
10.075500,-0.00386020657469,0.040609321517,0.0507076134761
10.096000,-0.000874110909114,0.048554716901,0.0470976540047
10.096000,-0.000874110909114,0.048554716901,0.0470976540047
11.016500,0.00293308447438,0.0534533320465,0.0476383427302
11.016500,0.00293308447438,0.0534533320465,0.0476383427302
11.036500,0.00593533192856,0.0562132194499,0.0498047179009
11.036500,0.00593533192856,0.0562132194499,0.0498047179009
11.057000,0.00568117020936,0.0570981861335,0.0513562422256
11.057000,0.00568117020936,0.0570981861335,0.0513562422256
11.077500,-0.00427772137334,0.0485083149193,0.0512413408275
11.077500,-0.00427772137334,0.0485083149193,0.0512413408275
11.098000,-0.0202941891573,0.0418324908815,0.0519683472807
11.098000,-0.0202941891573,0.0418324908815,0.0519683472807
12.018500,-0.0338139753681,0.0355105220869,0.0496027964801
12.018500,-0.0338139753681,0.0355105220869,0.0496027964801
12.039000,-0.0503564665806,0.0279919736638,0.0397138918488
12.039000,-0.0503564665806,0.0279919736638,0.0397138918488
12.059500,-0.0599752292259,0.0234980394803,0.0308845108678
12.080000,-0.058154073294,0.0347047469527,0.02826657086
12.080000,-0.058154073294,0.0347047469527,0.02826657086
13.000500,-0.0619734414835,0.0561610258588,0.0345278231242
13.000500,-0.0619734414835,0.0561610258588,0.0345278231242
13.021000,-0.0628296995559,0.0742324991159,0.0323644400354
13.021000,-0.0628296995559,0.0742324991159,0.0323644400354
13.041500,-0.0630334206909,0.0913700108439,0.0279678293216
13.041500,-0.0630334206909,0.0913700108439,0.0279678293216
13.061500,-0.0620468989274,0.100331785799,0.0277723273031
13.061500,-0.0620468989274,0.100331785799,0.0277723273031
13.082000,-0.0597202101586,0.106146406033,0.031588033735
13.082000,-0.0597202101586,0.106146406033,0.031588033735
14.002500,-0.0660806458151,0.105240644846,0.0360832007268
14.002500,-0.0660806458151,0.105240644846,0.0360832007268
14.023000,-0.0847860959207,0.095642178941,0.0384175595581
14.023000,-0.0847860959207,0.095642178941,0.0384175595581
14.043500,-0.102651012326,0.090888840084,0.042355549034
14.043500,-0.102651012326,0.090888840084,0.042355549034
14.064000,-0.118322811918,0.0831152343813,0.0381318354502
14.064000,-0.118322811918,0.0831152343813,0.0381318354502
14.084500,-0.131921930247,0.0782867068545,0.0266742604431
14.084500,-0.131921930247,0.0782867068545,0.0266742604431
15.005000,-0.137015270507,0.0755002350011,0.0238664404439
15.005000,-0.137015270507,0.0755002350011,0.0238664404439
15.025500,-0.136119165386,0.0773453060883,0.0250061079147
15.025500,-0.136119165386,0.0773453060883,0.0250061079147
15.046000,-0.135994138791,0.0957010589422,0.027740697556
15.046000,-0.135994138791,0.0957010589422,0.027740697556
15.066500,-0.137087017232,0.115936456169,0.0262148510138
15.066500,-0.137087017232,0.115936456169,0.0262148510138
15.086500,-0.137109830849,0.131827059966,0.0244677871384
15.086500,-0.137109830849,0.131827059966,0.0244677871384
16.006500,-0.137057448838,0.137488923795,0.0255582092559
16.006500,-0.137057448838,0.137488923795,0.0255582092559
16.027000,-0.134430401377,0.144104192693,0.029462319181
16.027000,-0.134430401377,0.144104192693,0.029462319181
16.047500,-0.144966664813,0.139957377123,0.0332219291639
16.047500,-0.144966664813,0.139957377123,0.0332219291639
16.068000,-0.167329223057,0.131634437174,0.0372674883481
16.068000,-0.167329223057,0.131634437174,0.0372674883481
16.088500,-0.1861951819,0.127317984592,0.0413682698063
16.088500,-0.1861951819,0.127317984592,0.0413682698063
17.009000,-0.202253066794,0.120121776991,0.0349945449368
17.009000,-0.202253066794,0.120121776991,0.0349945449368
17.029500,-0.216754548306,0.116148167379,0.0242283976984
17.029500,-0.216754548306,0.116148167379,0.0242283976984
17.050000,-0.218960261355,0.114082787059,0.0241211465823
17.050000,-0.218960261355,0.114082787059,0.0241211465823
17.070500,-0.217599472792,0.118680697652,0.0252199576583
17.070500,-0.217599472792,0.118680697652,0.0252199576583
17.090500,-0.216539672879,0.136940334077,0.0264457551702
17.090500,-0.216539672879,0.136940334077,0.0264457551702
18.011000,-0.216972733311,0.157197633106,0.0250950196224
18.011000,-0.216972733311,0.157197633106,0.0250950196224
18.031500,-0.216611757922,0.170334302717,0.0242377595103
18.031500,-0.216611757922,0.170334302717,0.0242377595103
